"store_id","store_name","store_city","store_location","product_id","product_name","product_category","product_cost","product_price","stock_on_hand","inventory_status","previous_units_sold","recent_units_sold","average_daily_units","days_of_stock_coverage","demand_change_percent","unit_margin","estimated_recent_revenue","estimated_recent_gross_profit","inventory_value_at_cost"
32,"Maven Toys Hermosillo 1","Hermosillo","Residential",31,"Splash Balls","Sports & Outdoors",7.99,8.99,4,"positive_stock",125,86,0.96,4.2,-31.2,1.00,773.14,86.00,31.96
33,"Maven Toys Monterrey 3","Monterrey","Airport",31,"Splash Balls","Sports & Outdoors",7.99,8.99,7,"positive_stock",377,407,4.52,1.5,8.0,1.00,3658.93,407.00,55.93
34,"Maven Toys Villahermosa 1","Villahermosa","Downtown",31,"Splash Balls","Sports & Outdoors",7.99,8.99,30,"positive_stock",146,174,1.93,15.5,19.2,1.00,1564.26,174.00,239.70
35,"Maven Toys Chilpancingo 1","Chilpancingo","Downtown",31,"Splash Balls","Sports & Outdoors",7.99,8.99,74,"positive_stock",76,111,1.23,60.0,46.1,1.00,997.89,111.00,591.26
36,"Maven Toys Morelia 1","Morelia","Downtown",31,"Splash Balls","Sports & Outdoors",7.99,8.99,6,"positive_stock",218,93,1.03,5.8,-57.3,1.00,836.07,93.00,47.94
37,"Maven Toys Ciudad de Mexico 3","Ciudad de Mexico","Residential",31,"Splash Balls","Sports & Outdoors",7.99,8.99,14,"positive_stock",174,132,1.47,9.5,-24.1,1.00,1186.68,132.00,111.86
38,"Maven Toys Chihuahua 2","Chihuahua","Downtown",31,"Splash Balls","Sports & Outdoors",7.99,8.99,17,"positive_stock",34,72,0.80,21.3,111.8,1.00,647.28,72.00,135.83
39,"Maven Toys Xalapa 2","Xalapa","Downtown",31,"Splash Balls","Sports & Outdoors",7.99,8.99,15,"positive_stock",395,318,3.53,4.2,-19.5,1.00,2858.82,318.00,119.85
40,"Maven Toys Toluca 2","Toluca","Commercial",31,"Splash Balls","Sports & Outdoors",7.99,8.99,5,"positive_stock",214,242,2.69,1.9,13.1,1.00,2175.58,242.00,39.95
41,"Maven Toys Hermosillo 2","Hermosillo","Downtown",31,"Splash Balls","Sports & Outdoors",7.99,8.99,18,"positive_stock",365,229,2.54,7.1,-37.3,1.00,2058.71,229.00,143.82
42,"Maven Toys Hermosillo 3","Hermosillo","Commercial",31,"Splash Balls","Sports & Outdoors",7.99,8.99,11,"positive_stock",47,64,0.71,15.5,36.2,1.00,575.36,64.00,87.89
43,"Maven Toys Durango 1","Durango","Downtown",31,"Splash Balls","Sports & Outdoors",7.99,8.99,18,"positive_stock",200,121,1.34,13.4,-39.5,1.00,1087.79,121.00,143.82
44,"Maven Toys Puebla 3","Puebla","Residential",31,"Splash Balls","Sports & Outdoors",7.99,8.99,8,"positive_stock",260,137,1.52,5.3,-47.3,1.00,1231.63,137.00,63.92
45,"Maven Toys Ciudad de Mexico 4","Ciudad de Mexico","Commercial",31,"Splash Balls","Sports & Outdoors",7.99,8.99,6,"positive_stock",19,24,0.27,22.5,26.3,1.00,215.76,24.00,47.94
46,"Maven Toys Guadalajara 4","Guadalajara","Downtown",31,"Splash Balls","Sports & Outdoors",7.99,8.99,13,"positive_stock",144,79,0.88,14.8,-45.1,1.00,710.21,79.00,103.87
47,"Maven Toys Monterrey 4","Monterrey","Commercial",31,"Splash Balls","Sports & Outdoors",7.99,8.99,48,"positive_stock",857,504,5.60,8.6,-41.2,1.00,4530.96,504.00,383.52
48,"Maven Toys Saltillo 2","Saltillo","Commercial",31,"Splash Balls","Sports & Outdoors",7.99,8.99,41,"positive_stock",338,251,2.79,14.7,-25.7,1.00,2256.49,251.00,327.59
49,"Maven Toys Culiacan 1","Culiacan","Downtown",31,"Splash Balls","Sports & Outdoors",7.99,8.99,51,"positive_stock",243,97,1.08,47.3,-60.1,1.00,872.03,97.00,407.49
50,"Maven Toys Guanajuato 3","Guanajuato","Residential",31,"Splash Balls","Sports & Outdoors",7.99,8.99,18,"positive_stock",205,186,2.07,8.7,-9.3,1.00,1672.14,186.00,143.82
1,"Maven Toys Guadalajara 1","Guadalajara","Residential",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,4,"positive_stock",14,36,0.40,10.0,157.1,3.00,539.64,108.00,47.96
2,"Maven Toys Monterrey 1","Monterrey","Residential",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,10,"positive_stock",8,10,0.11,90.0,25.0,3.00,149.90,30.00,119.90
3,"Maven Toys Guadalajara 2","Guadalajara","Commercial",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,4,"positive_stock",0,0,0.00,NULL,NULL,3.00,0.00,0.00,47.96
4,"Maven Toys Saltillo 1","Saltillo","Downtown",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,6,"positive_stock",19,37,0.41,14.6,94.7,3.00,554.63,111.00,71.94
5,"Maven Toys La Paz 1","La Paz","Downtown",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,10,"positive_stock",36,27,0.30,33.3,-25.0,3.00,404.73,81.00,119.90
6,"Maven Toys Mexicali 1","Mexicali","Commercial",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,7,"positive_stock",11,0,0.00,NULL,-100.0,3.00,0.00,0.00,83.93
7,"Maven Toys Monterrey 2","Monterrey","Downtown",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,3,"positive_stock",21,0,0.00,NULL,-100.0,3.00,0.00,0.00,35.97
8,"Maven Toys Pachuca 1","Pachuca","Downtown",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,7,"positive_stock",37,5,0.06,126.0,-86.5,3.00,74.95,15.00,83.93
9,"Maven Toys Ciudad de Mexico 1","Ciudad de Mexico","Downtown",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,3,"positive_stock",25,0,0.00,NULL,-100.0,3.00,0.00,0.00,35.97
10,"Maven Toys Campeche 1","Campeche","Downtown",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,13,"positive_stock",22,0,0.00,NULL,-100.0,3.00,0.00,0.00,155.87
11,"Maven Toys Cuernavaca 1","Cuernavaca","Downtown",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,4,"positive_stock",28,0,0.00,NULL,-100.0,3.00,0.00,0.00,47.96
12,"Maven Toys Chetumal 1","Chetumal","Downtown",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,9,"positive_stock",0,0,0.00,NULL,NULL,3.00,0.00,0.00,107.91
13,"Maven Toys Mexicali 2","Mexicali","Downtown",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,7,"positive_stock",2,0,0.00,NULL,-100.0,3.00,0.00,0.00,83.93
14,"Maven Toys Guanajuato 1","Guanajuato","Downtown",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,2,"positive_stock",4,1,0.01,180.0,-75.0,3.00,14.99,3.00,23.98
15,"Maven Toys Tuxtla Gutierrez 1","Tuxtla Gutierrez","Downtown",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,16,"positive_stock",31,18,0.20,80.0,-41.9,3.00,269.82,54.00,191.84
16,"Maven Toys San Luis Potosi 1","San Luis Potosi","Downtown",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,7,"positive_stock",18,19,0.21,33.2,5.6,3.00,284.81,57.00,83.93
17,"Maven Toys Toluca 1","Toluca","Downtown",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,15,"positive_stock",24,23,0.26,58.7,-4.2,3.00,344.77,69.00,179.85
18,"Maven Toys Merida 1","Merida","Downtown",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,9,"positive_stock",2,18,0.20,45.0,800.0,3.00,269.82,54.00,107.91
19,"Maven Toys Puebla 1","Puebla","Commercial",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,5,"positive_stock",17,21,0.23,21.4,23.5,3.00,314.79,63.00,59.95
20,"Maven Toys Zacatecas 1","Zacatecas","Downtown",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,9,"positive_stock",26,18,0.20,45.0,-30.8,3.00,269.82,54.00,107.91
21,"Maven Toys Santiago 1","Santiago","Downtown",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,3,"positive_stock",6,9,0.10,30.0,50.0,3.00,134.91,27.00,35.97
22,"Maven Toys Guanajuato 2","Guanajuato","Commercial",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,38,"positive_stock",0,0,0.00,NULL,NULL,3.00,0.00,0.00,455.62
23,"Maven Toys Chihuahua 1","Chihuahua","Commercial",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,11,"positive_stock",0,11,0.12,90.0,NULL,3.00,164.89,33.00,131.89
24,"Maven Toys Aguascalientes 1","Aguascalientes","Downtown",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,10,"positive_stock",5,0,0.00,NULL,-100.0,3.00,0.00,0.00,119.90
25,"Maven Toys Ciudad Victoria 1","Ciudad Victoria","Downtown",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,10,"positive_stock",0,0,0.00,NULL,NULL,3.00,0.00,0.00,119.90
26,"Maven Toys Campeche 2","Campeche","Commercial",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,2,"positive_stock",52,33,0.37,5.5,-36.5,3.00,494.67,99.00,23.98
27,"Maven Toys Oaxaca 1","Oaxaca","Downtown",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,6,"positive_stock",13,17,0.19,31.8,30.8,3.00,254.83,51.00,71.94
28,"Maven Toys Puebla 2","Puebla","Downtown",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,3,"positive_stock",9,43,0.48,6.3,377.8,3.00,644.57,129.00,35.97
29,"Maven Toys Xalapa 1","Xalapa","Commercial",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,7,"positive_stock",60,80,0.89,7.9,33.3,3.00,1199.20,240.00,83.93
30,"Maven Toys Guadalajara 3","Guadalajara","Airport",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,13,"positive_stock",7,4,0.04,292.5,-42.9,3.00,59.96,12.00,155.87
31,"Maven Toys Ciudad de Mexico 2","Ciudad de Mexico","Airport",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,12,"positive_stock",74,28,0.31,38.6,-62.2,3.00,419.72,84.00,143.88
32,"Maven Toys Hermosillo 1","Hermosillo","Residential",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,8,"positive_stock",10,44,0.49,16.4,340.0,3.00,659.56,132.00,95.92
33,"Maven Toys Monterrey 3","Monterrey","Airport",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,15,"positive_stock",17,4,0.04,337.5,-76.5,3.00,59.96,12.00,179.85
34,"Maven Toys Villahermosa 1","Villahermosa","Downtown",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,19,"positive_stock",9,25,0.28,68.4,177.8,3.00,374.75,75.00,227.81
35,"Maven Toys Chilpancingo 1","Chilpancingo","Downtown",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,20,"positive_stock",0,28,0.31,64.3,NULL,3.00,419.72,84.00,239.80
36,"Maven Toys Morelia 1","Morelia","Downtown",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,7,"positive_stock",39,12,0.13,52.5,-69.2,3.00,179.88,36.00,83.93
37,"Maven Toys Ciudad de Mexico 3","Ciudad de Mexico","Residential",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,0,"confirmed_zero_stock",25,34,0.38,0.0,36.0,3.00,509.66,102.00,0.00
38,"Maven Toys Chihuahua 2","Chihuahua","Downtown",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,20,"positive_stock",30,21,0.23,85.7,-30.0,3.00,314.79,63.00,239.80
39,"Maven Toys Xalapa 2","Xalapa","Downtown",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,5,"positive_stock",39,22,0.24,20.5,-43.6,3.00,329.78,66.00,59.95
40,"Maven Toys Toluca 2","Toluca","Commercial",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,7,"positive_stock",16,19,0.21,33.2,18.8,3.00,284.81,57.00,83.93
41,"Maven Toys Hermosillo 2","Hermosillo","Downtown",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,29,"positive_stock",9,26,0.29,100.4,188.9,3.00,389.74,78.00,347.71
42,"Maven Toys Hermosillo 3","Hermosillo","Commercial",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,4,"positive_stock",20,5,0.06,72.0,-75.0,3.00,74.95,15.00,47.96
43,"Maven Toys Durango 1","Durango","Downtown",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,38,"positive_stock",43,12,0.13,285.0,-72.1,3.00,179.88,36.00,455.62
44,"Maven Toys Puebla 3","Puebla","Residential",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,29,"positive_stock",33,0,0.00,NULL,-100.0,3.00,0.00,0.00,347.71
45,"Maven Toys Ciudad de Mexico 4","Ciudad de Mexico","Commercial",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,6,"positive_stock",52,58,0.64,9.3,11.5,3.00,869.42,174.00,71.94
46,"Maven Toys Guadalajara 4","Guadalajara","Downtown",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,8,"positive_stock",10,0,0.00,NULL,-100.0,3.00,0.00,0.00,95.92
47,"Maven Toys Monterrey 4","Monterrey","Commercial",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,6,"positive_stock",81,21,0.23,25.7,-74.1,3.00,314.79,63.00,71.94
48,"Maven Toys Saltillo 2","Saltillo","Commercial",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,7,"positive_stock",35,2,0.02,315.0,-94.3,3.00,29.98,6.00,83.93
49,"Maven Toys Culiacan 1","Culiacan","Downtown",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,11,"positive_stock",40,39,0.43,25.4,-2.5,3.00,584.61,117.00,131.89
50,"Maven Toys Guanajuato 3","Guanajuato","Residential",32,"Supersoaker Water Gun","Sports & Outdoors",11.99,14.99,9,"positive_stock",30,15,0.17,54.0,-50.0,3.00,224.85,45.00,107.91
1,"Maven Toys Guadalajara 1","Guadalajara","Residential",33,"Teddy Bear","Toys",10.99,12.99,2,"positive_stock",45,15,0.17,12.0,-66.7,2.00,194.85,30.00,21.98
2,"Maven Toys Monterrey 1","Monterrey","Residential",33,"Teddy Bear","Toys",10.99,12.99,11,"positive_stock",3,2,0.02,495.0,-33.3,2.00,25.98,4.00,120.89
3,"Maven Toys Guadalajara 2","Guadalajara","Commercial",33,"Teddy Bear","Toys",10.99,12.99,4,"positive_stock",0,15,0.17,24.0,NULL,2.00,194.85,30.00,43.96
4,"Maven Toys Saltillo 1","Saltillo","Downtown",33,"Teddy Bear","Toys",10.99,12.99,2,"positive_stock",9,0,0.00,NULL,-100.0,2.00,0.00,0.00,21.98
5,"Maven Toys La Paz 1","La Paz","Downtown",33,"Teddy Bear","Toys",10.99,12.99,17,"positive_stock",85,12,0.13,127.5,-85.9,2.00,155.88,24.00,186.83
6,"Maven Toys Mexicali 1","Mexicali","Commercial",33,"Teddy Bear","Toys",10.99,12.99,7,"positive_stock",17,7,0.08,90.0,-58.8,2.00,90.93,14.00,76.93
7,"Maven Toys Monterrey 2","Monterrey","Downtown",33,"Teddy Bear","Toys",10.99,12.99,18,"positive_stock",10,0,0.00,NULL,-100.0,2.00,0.00,0.00,197.82
8,"Maven Toys Pachuca 1","Pachuca","Downtown",33,"Teddy Bear","Toys",10.99,12.99,17,"positive_stock",27,52,0.58,29.4,92.6,2.00,675.48,104.00,186.83
9,"Maven Toys Ciudad de Mexico 1","Ciudad de Mexico","Downtown",33,"Teddy Bear","Toys",10.99,12.99,9,"positive_stock",37,45,0.50,18.0,21.6,2.00,584.55,90.00,98.91
10,"Maven Toys Campeche 1","Campeche","Downtown",33,"Teddy Bear","Toys",10.99,12.99,12,"positive_stock",24,12,0.13,90.0,-50.0,2.00,155.88,24.00,131.88
11,"Maven Toys Cuernavaca 1","Cuernavaca","Downtown",33,"Teddy Bear","Toys",10.99,12.99,6,"positive_stock",28,8,0.09,67.5,-71.4,2.00,103.92,16.00,65.94
12,"Maven Toys Chetumal 1","Chetumal","Downtown",33,"Teddy Bear","Toys",10.99,12.99,5,"positive_stock",0,0,0.00,NULL,NULL,2.00,0.00,0.00,54.95
13,"Maven Toys Mexicali 2","Mexicali","Downtown",33,"Teddy Bear","Toys",10.99,12.99,3,"positive_stock",38,51,0.57,5.3,34.2,2.00,662.49,102.00,32.97
14,"Maven Toys Guanajuato 1","Guanajuato","Downtown",33,"Teddy Bear","Toys",10.99,12.99,2,"positive_stock",0,17,0.19,10.6,NULL,2.00,220.83,34.00,21.98
15,"Maven Toys Tuxtla Gutierrez 1","Tuxtla Gutierrez","Downtown",33,"Teddy Bear","Toys",10.99,12.99,8,"positive_stock",22,26,0.29,27.7,18.2,2.00,337.74,52.00,87.92
16,"Maven Toys San Luis Potosi 1","San Luis Potosi","Downtown",33,"Teddy Bear","Toys",10.99,12.99,6,"positive_stock",0,2,0.02,270.0,NULL,2.00,25.98,4.00,65.94
17,"Maven Toys Toluca 1","Toluca","Downtown",33,"Teddy Bear","Toys",10.99,12.99,27,"positive_stock",113,0,0.00,NULL,-100.0,2.00,0.00,0.00,296.73
18,"Maven Toys Merida 1","Merida","Downtown",33,"Teddy Bear","Toys",10.99,12.99,9,"positive_stock",0,0,0.00,NULL,NULL,2.00,0.00,0.00,98.91
19,"Maven Toys Puebla 1","Puebla","Commercial",33,"Teddy Bear","Toys",10.99,12.99,0,"confirmed_zero_stock",0,9,0.10,0.0,NULL,2.00,116.91,18.00,0.00
20,"Maven Toys Zacatecas 1","Zacatecas","Downtown",33,"Teddy Bear","Toys",10.99,12.99,28,"positive_stock",9,80,0.89,31.5,788.9,2.00,1039.20,160.00,307.72
21,"Maven Toys Santiago 1","Santiago","Downtown",33,"Teddy Bear","Toys",10.99,12.99,16,"positive_stock",17,5,0.06,288.0,-70.6,2.00,64.95,10.00,175.84
22,"Maven Toys Guanajuato 2","Guanajuato","Commercial",33,"Teddy Bear","Toys",10.99,12.99,8,"positive_stock",22,5,0.06,144.0,-77.3,2.00,64.95,10.00,87.92
23,"Maven Toys Chihuahua 1","Chihuahua","Commercial",33,"Teddy Bear","Toys",10.99,12.99,6,"positive_stock",59,100,1.11,5.4,69.5,2.00,1299.00,200.00,65.94
24,"Maven Toys Aguascalientes 1","Aguascalientes","Downtown",33,"Teddy Bear","Toys",10.99,12.99,4,"positive_stock",26,16,0.18,22.5,-38.5,2.00,207.84,32.00,43.96
25,"Maven Toys Ciudad Victoria 1","Ciudad Victoria","Downtown",33,"Teddy Bear","Toys",10.99,12.99,4,"positive_stock",0,12,0.13,30.0,NULL,2.00,155.88,24.00,43.96
26,"Maven Toys Campeche 2","Campeche","Commercial",33,"Teddy Bear","Toys",10.99,12.99,2,"positive_stock",0,11,0.12,16.4,NULL,2.00,142.89,22.00,21.98
27,"Maven Toys Oaxaca 1","Oaxaca","Downtown",33,"Teddy Bear","Toys",10.99,12.99,7,"positive_stock",41,16,0.18,39.4,-61.0,2.00,207.84,32.00,76.93
28,"Maven Toys Puebla 2","Puebla","Downtown",33,"Teddy Bear","Toys",10.99,12.99,9,"positive_stock",32,4,0.04,202.5,-87.5,2.00,51.96,8.00,98.91
29,"Maven Toys Xalapa 1","Xalapa","Commercial",33,"Teddy Bear","Toys",10.99,12.99,6,"positive_stock",0,0,0.00,NULL,NULL,2.00,0.00,0.00,65.94
30,"Maven Toys Guadalajara 3","Guadalajara","Airport",33,"Teddy Bear","Toys",10.99,12.99,10,"positive_stock",46,38,0.42,23.7,-17.4,2.00,493.62,76.00,109.90
31,"Maven Toys Ciudad de Mexico 2","Ciudad de Mexico","Airport",33,"Teddy Bear","Toys",10.99,12.99,20,"positive_stock",0,40,0.44,45.0,NULL,2.00,519.60,80.00,219.80
32,"Maven Toys Hermosillo 1","Hermosillo","Residential",33,"Teddy Bear","Toys",10.99,12.99,13,"positive_stock",0,0,0.00,NULL,NULL,2.00,0.00,0.00,142.87
33,"Maven Toys Monterrey 3","Monterrey","Airport",33,"Teddy Bear","Toys",10.99,12.99,9,"positive_stock",0,0,0.00,NULL,NULL,2.00,0.00,0.00,98.91
34,"Maven Toys Villahermosa 1","Villahermosa","Downtown",33,"Teddy Bear","Toys",10.99,12.99,9,"positive_stock",0,0,0.00,NULL,NULL,2.00,0.00,0.00,98.91
35,"Maven Toys Chilpancingo 1","Chilpancingo","Downtown",33,"Teddy Bear","Toys",10.99,12.99,14,"positive_stock",2,0,0.00,NULL,-100.0,2.00,0.00,0.00,153.86
36,"Maven Toys Morelia 1","Morelia","Downtown",33,"Teddy Bear","Toys",10.99,12.99,21,"positive_stock",18,26,0.29,72.7,44.4,2.00,337.74,52.00,230.79
37,"Maven Toys Ciudad de Mexico 3","Ciudad de Mexico","Residential",33,"Teddy Bear","Toys",10.99,12.99,10,"positive_stock",24,29,0.32,31.0,20.8,2.00,376.71,58.00,109.90
38,"Maven Toys Chihuahua 2","Chihuahua","Downtown",33,"Teddy Bear","Toys",10.99,12.99,9,"positive_stock",29,6,0.07,135.0,-79.3,2.00,77.94,12.00,98.91
39,"Maven Toys Xalapa 2","Xalapa","Downtown",33,"Teddy Bear","Toys",10.99,12.99,14,"positive_stock",18,34,0.38,37.1,88.9,2.00,441.66,68.00,153.86
40,"Maven Toys Toluca 2","Toluca","Commercial",33,"Teddy Bear","Toys",10.99,12.99,16,"positive_stock",20,3,0.03,480.0,-85.0,2.00,38.97,6.00,175.84
41,"Maven Toys Hermosillo 2","Hermosillo","Downtown",33,"Teddy Bear","Toys",10.99,12.99,13,"positive_stock",66,58,0.64,20.2,-12.1,2.00,753.42,116.00,142.87
42,"Maven Toys Hermosillo 3","Hermosillo","Commercial",33,"Teddy Bear","Toys",10.99,12.99,18,"positive_stock",0,1,0.01,1620.0,NULL,2.00,12.99,2.00,197.82
43,"Maven Toys Durango 1","Durango","Downtown",33,"Teddy Bear","Toys",10.99,12.99,5,"positive_stock",0,28,0.31,16.1,NULL,2.00,363.72,56.00,54.95
44,"Maven Toys Puebla 3","Puebla","Residential",33,"Teddy Bear","Toys",10.99,12.99,0,"confirmed_zero_stock",32,39,0.43,0.0,21.9,2.00,506.61,78.00,0.00
45,"Maven Toys Ciudad de Mexico 4","Ciudad de Mexico","Commercial",33,"Teddy Bear","Toys",10.99,12.99,7,"positive_stock",0,0,0.00,NULL,NULL,2.00,0.00,0.00,76.93
46,"Maven Toys Guadalajara 4","Guadalajara","Downtown",33,"Teddy Bear","Toys",10.99,12.99,11,"positive_stock",49,12,0.13,82.5,-75.5,2.00,155.88,24.00,120.89
47,"Maven Toys Monterrey 4","Monterrey","Commercial",33,"Teddy Bear","Toys",10.99,12.99,13,"positive_stock",0,28,0.31,41.8,NULL,2.00,363.72,56.00,142.87
48,"Maven Toys Saltillo 2","Saltillo","Commercial",33,"Teddy Bear","Toys",10.99,12.99,0,"confirmed_zero_stock",0,7,0.08,0.0,NULL,2.00,90.93,14.00,0.00
49,"Maven Toys Culiacan 1","Culiacan","Downtown",33,"Teddy Bear","Toys",10.99,12.99,15,"positive_stock",34,16,0.18,84.4,-52.9,2.00,207.84,32.00,164.85
50,"Maven Toys Guanajuato 3","Guanajuato","Residential",33,"Teddy Bear","Toys",10.99,12.99,1,"positive_stock",0,5,0.06,18.0,NULL,2.00,64.95,10.00,10.99
1,"Maven Toys Guadalajara 1","Guadalajara","Residential",34,"Toy Robot","Electronics",20.99,25.99,0,"confirmed_zero_stock",0,53,0.59,0.0,NULL,5.00,1377.47,265.00,0.00
2,"Maven Toys Monterrey 1","Monterrey","Residential",34,"Toy Robot","Electronics",20.99,25.99,18,"positive_stock",17,24,0.27,67.5,41.2,5.00,623.76,120.00,377.82
3,"Maven Toys Guadalajara 2","Guadalajara","Commercial",34,"Toy Robot","Electronics",20.99,25.99,7,"positive_stock",0,28,0.31,22.5,NULL,5.00,727.72,140.00,146.93
4,"Maven Toys Saltillo 1","Saltillo","Downtown",34,"Toy Robot","Electronics",20.99,25.99,0,"confirmed_zero_stock",38,31,0.34,0.0,-18.4,5.00,805.69,155.00,0.00
5,"Maven Toys La Paz 1","La Paz","Downtown",34,"Toy Robot","Electronics",20.99,25.99,10,"positive_stock",0,9,0.10,100.0,NULL,5.00,233.91,45.00,209.90
6,"Maven Toys Mexicali 1","Mexicali","Commercial",34,"Toy Robot","Electronics",20.99,25.99,8,"positive_stock",19,27,0.30,26.7,42.1,5.00,701.73,135.00,167.92
7,"Maven Toys Monterrey 2","Monterrey","Downtown",34,"Toy Robot","Electronics",20.99,25.99,2,"positive_stock",28,45,0.50,4.0,60.7,5.00,1169.55,225.00,41.98
8,"Maven Toys Pachuca 1","Pachuca","Downtown",34,"Toy Robot","Electronics",20.99,25.99,18,"positive_stock",13,0,0.00,NULL,-100.0,5.00,0.00,0.00,377.82
9,"Maven Toys Ciudad de Mexico 1","Ciudad de Mexico","Downtown",34,"Toy Robot","Electronics",20.99,25.99,5,"positive_stock",45,45,0.50,10.0,0.0,5.00,1169.55,225.00,104.95
10,"Maven Toys Campeche 1","Campeche","Downtown",34,"Toy Robot","Electronics",20.99,25.99,16,"positive_stock",53,22,0.24,65.5,-58.5,5.00,571.78,110.00,335.84
11,"Maven Toys Cuernavaca 1","Cuernavaca","Downtown",34,"Toy Robot","Electronics",20.99,25.99,9,"positive_stock",64,8,0.09,101.3,-87.5,5.00,207.92,40.00,188.91
12,"Maven Toys Chetumal 1","Chetumal","Downtown",34,"Toy Robot","Electronics",20.99,25.99,9,"positive_stock",16,30,0.33,27.0,87.5,5.00,779.70,150.00,188.91
13,"Maven Toys Mexicali 2","Mexicali","Downtown",34,"Toy Robot","Electronics",20.99,25.99,3,"positive_stock",51,99,1.10,2.7,94.1,5.00,2573.01,495.00,62.97
14,"Maven Toys Guanajuato 1","Guanajuato","Downtown",34,"Toy Robot","Electronics",20.99,25.99,8,"positive_stock",0,29,0.32,24.8,NULL,5.00,753.71,145.00,167.92
